Kurzbezeichnung;Langbezeichnung;Timestamp;NUTS1;NUTS2;NUTS3;Typ;Landeswahlkreis;Wahlkreis;Bezirk;DistrictCode;Sprengelnummer;Stimmtyp;ErfassungseinheitTyp;Wahlberechtigte;Abgegebene Stimmen;Ungültige Stimmen;Karl Nehammer – Die Volkspartei;Sozialdemokratische Partei Österreichs;Freiheitliche Partei Österreichs;Die Grünen – Die Grüne Alternative;NEOS – Die Reformkraft für dein neues Österreich;Die Bierpartei;Kommunistische Partei Österreichs – KPÖ Plus;Liste GAZA – Stimmen gegen den Völkermord;Liste Madeleine Petrovic;MFG – Österreich Menschen – Freiheit – Grundrechte;Keine von denen;Status;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;74;Parteistimmen;;105;0;0;0;0;0;0;0;0;0;0;0;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;75;Parteistimmen;;985;724;3;65;261;111;138;74;15;32;15;7;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;76;Parteistimmen;;862;611;2;120;189;87;89;64;10;33;5;5;4;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Penzing;91401;77;Parteistimmen;;839;619;4;124;192;139;48;58;13;26;5;7;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;1;Parteistimmen;;886;466;2;58;166;141;22;19;14;24;16;0;3;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;2;Parteistimmen;;739;451;4;49;157;98;68;34;7;29;2;0;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;3;Parteistimmen;;900;648;8;112;186;120;97;66;10;42;1;1;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;4;Parteistimmen;;745;424;3;65;152;101;32;28;9;15;14;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;5;Parteistimmen;;702;319;5;38;126;86;20;13;8;13;5;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;6;Parteistimmen;;832;557;6;88;197;97;83;40;7;29;5;1;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;7;Parteistimmen;;626;421;4;57;132;87;69;25;5;32;3;5;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;8;Parteistimmen;;744;487;5;57;179;71;90;30;10;36;2;4;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;9;Parteistimmen;;668;444;5;37;177;82;62;32;12;30;3;2;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;10;Parteistimmen;;801;455;2;46;150;74;73;42;12;34;12;4;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;11;Parteistimmen;;798;540;7;57;195;75;90;53;9;46;2;3;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;12;Parteistimmen;;743;511;5;30;189;68;118;48;11;35;1;3;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;13;Parteistimmen;;915;665;3;92;216;86;113;79;9;57;3;6;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;14;Parteistimmen;;663;463;3;29;167;56;121;40;12;29;1;4;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;15;Parteistimmen;;663;458;0;55;162;55;89;42;4;39;10;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;16;Parteistimmen;;634;428;2;54;160;68;78;21;6;31;4;3;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;17;Parteistimmen;;687;370;4;39;129;79;47;16;9;25;16;4;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;18;Parteistimmen;;540;286;1;31;110;31;70;19;3;16;3;2;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;19;Parteistimmen;;516;323;0;37;112;59;50;33;4;24;3;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;20;Parteistimmen;;696;461;1;34;163;54;110;43;3;38;6;7;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;21;Parteistimmen;;798;523;4;71;191;74;84;46;11;32;1;4;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;22;Parteistimmen;;721;415;5;48;138;88;56;24;13;31;6;3;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;23;Parteistimmen;;825;439;0;50;167;97;32;31;13;24;15;7;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;24;Parteistimmen;;797;487;2;47;184;98;54;43;11;21;22;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;25;Parteistimmen;;864;553;4;60;208;79;83;50;16;44;4;0;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;26;Parteistimmen;;697;433;4;58;168;81;44;37;10;23;7;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;27;Parteistimmen;;726;482;2;58;152;77;99;41;11;30;7;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;28;Parteistimmen;;899;581;2;73;187;102;83;61;11;41;9;6;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;29;Parteistimmen;;617;354;3;31;107;65;66;36;14;26;4;0;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;30;Parteistimmen;;655;402;3;62;112;93;57;28;7;26;11;0;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;31;Parteistimmen;;700;398;1;40;139;69;66;37;5;30;8;1;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;32;Parteistimmen;;1170;758;2;73;227;87;199;101;9;48;4;3;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;33;Parteistimmen;;709;487;2;52;157;79;95;47;9;37;6;2;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;34;Parteistimmen;;730;480;2;52;146;68;108;44;13;40;2;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;35;Parteistimmen;;812;513;2;54;188;51;107;47;11;42;4;3;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;36;Parteistimmen;;733;440;0;44;168;74;72;42;6;22;7;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;37;Parteistimmen;;679;437;0;43;151;48;84;51;9;44;3;1;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;38;Parteistimmen;;741;478;3;76;154;69;83;44;5;35;4;0;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;39;Parteistimmen;;489;320;2;53;94;67;39;30;6;21;2;5;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;40;Parteistimmen;;226;92;1;21;39;13;5;4;6;2;0;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;41;Parteistimmen;;780;500;3;61;158;111;79;40;13;22;6;5;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;42;Parteistimmen;;671;450;0;64;132;52;100;49;11;28;8;5;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;43;Parteistimmen;;811;526;2;42;211;92;60;40;10;25;39;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;44;Parteistimmen;;844;525;5;67;204;87;65;29;9;30;18;8;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;45;Parteistimmen;;774;476;2;61;139;110;65;54;12;21;7;1;3;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;46;Parteistimmen;;664;394;1;36;158;66;61;28;5;21;15;0;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;47;Parteistimmen;;911;462;3;50;152;99;67;39;4;26;19;3;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;48;Parteistimmen;;774;488;5;56;154;97;84;43;19;21;0;4;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;49;Parteistimmen;;901;548;4;47;224;77;105;38;10;23;16;2;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;50;Parteistimmen;;704;409;2;52;131;75;67;25;17;19;15;3;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;51;Parteistimmen;;252;138;2;46;42;22;7;10;3;5;0;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;1;Parteistimmen;;495;303;3;30;112;38;51;25;10;25;4;4;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;2;Parteistimmen;;509;305;1;25;126;34;53;23;2;30;6;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;3;Parteistimmen;;678;466;6;48;177;45;111;42;8;26;2;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;4;Parteistimmen;;760;521;3;73;178;79;97;34;9;37;4;5;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;5;Parteistimmen;;539;348;0;40;137;34;66;28;8;32;2;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;6;Parteistimmen;;618;391;0;29;149;36;114;22;2;31;3;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;7;Parteistimmen;;567;388;5;40;127;48;91;35;6;28;4;2;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;8;Parteistimmen;;585;387;0;57;134;60;67;28;9;28;1;2;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;9;Parteistimmen;;535;323;1;28;113;47;67;32;7;20;5;1;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;10;Parteistimmen;;521;330;3;42;89;55;62;41;14;20;0;2;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;11;Parteistimmen;;555;346;0;42;95;58;80;35;6;25;1;2;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;12;Parteistimmen;;780;506;1;56;172;79;94;45;9;37;7;5;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;13;Parteistimmen;;738;511;2;57;159;63;105;61;9;44;5;5;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;14;Parteistimmen;;607;423;5;47;137;57;97;35;3;32;2;2;4;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;15;Parteistimmen;;746;543;6;60;190;65;101;59;6;31;15;7;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;16;Parteistimmen;;822;525;3;95;151;85;91;43;11;32;6;3;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;17;Parteistimmen;;779;491;3;87;149;98;51;43;4;35;19;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;18;Parteistimmen;;700;459;2;40;170;77;69;38;9;45;3;4;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;19;Parteistimmen;;728;471;3;52;176;55;81;43;10;38;5;5;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;20;Parteistimmen;;581;374;7;27;134;47;80;29;6;32;8;3;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;21;Parteistimmen;;595;370;4;38;132;61;65;33;10;25;1;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;22;Parteistimmen;;782;455;4;56;153;91;70;24;11;27;16;3;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;23;Parteistimmen;;1061;656;3;102;185;65;145;94;9;38;5;6;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;24;Parteistimmen;;912;740;2;165;167;125;122;134;5;11;1;6;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;25;Parteistimmen;;692;377;3;42;121;69;56;39;9;29;5;4;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;26;Parteistimmen;;887;530;4;84;181;104;49;42;11;34;9;2;0;10;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;27;Parteistimmen;;859;424;6;58;142;142;22;12;8;20;13;0;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;28;Parteistimmen;;775;613;1;140;157;151;60;74;14;8;1;3;0;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;29;Parteistimmen;;877;517;4;59;183;160;42;22;9;19;13;1;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;30;Parteistimmen;;626;398;1;36;152;76;59;27;6;29;7;0;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;31;Parteistimmen;;639;423;1;66;133;62;74;42;11;23;9;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;32;Parteistimmen;;603;374;4;54;111;64;62;32;5;36;1;3;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;33;Parteistimmen;;502;319;2;59;107;68;33;28;14;4;2;2;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;34;Parteistimmen;;560;334;1;31;107;84;47;25;10;20;2;3;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;35;Parteistimmen;;730;472;2;71;180;81;63;28;11;29;2;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;36;Parteistimmen;;720;480;2;84;142;86;71;44;9;32;5;5;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;37;Parteistimmen;;830;607;1;72;222;103;75;67;14;37;3;8;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;38;Parteistimmen;;654;304;3;37;107;55;48;30;8;15;1;0;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;39;Parteistimmen;;838;584;2;85;180;103;96;62;10;28;9;4;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;40;Parteistimmen;;835;569;2;100;168;94;91;63;8;30;2;7;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;41;Parteistimmen;;753;553;4;88;164;96;86;50;18;32;4;6;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;42;Parteistimmen;;633;418;2;59;126;82;57;41;9;32;3;3;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;43;Parteistimmen;;587;335;1;52;109;84;24;23;3;26;6;7;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;44;Parteistimmen;;778;437;5;79;103;183;12;21;11;8;10;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;45;Parteistimmen;;846;707;5;204;150;71;116;136;9;11;1;3;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;46;Parteistimmen;;461;204;2;32;67;64;4;10;5;9;11;0;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;47;Parteistimmen;;889;639;6;78;217;134;84;67;12;20;12;3;3;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;48;Parteistimmen;;649;398;5;60;120;92;47;27;11;22;4;4;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;49;Parteistimmen;;811;524;6;65;184;99;53;51;13;38;10;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;50;Parteistimmen;;647;382;3;47;138;100;30;20;7;25;10;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;51;Parteistimmen;;878;626;7;121;211;103;64;59;18;33;2;4;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;52;Parteistimmen;;583;377;5;54;126;82;45;25;10;22;6;2;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;53;Parteistimmen;;807;495;2;50;158;128;72;39;6;20;11;6;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;54;Parteistimmen;;826;579;4;79;227;80;89;56;9;24;3;3;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;55;Parteistimmen;;1085;715;6;104;256;221;40;41;17;14;3;8;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;56;Parteistimmen;;826;581;3;64;212;69;104;70;15;37;5;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;57;Parteistimmen;;730;496;4;67;158;97;64;54;16;27;4;4;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;58;Parteistimmen;;533;349;4;54;121;70;38;20;7;23;12;0;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;59;Parteistimmen;;941;669;3;86;232;110;88;75;13;37;15;5;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;60;Parteistimmen;;796;566;3;80;206;104;67;78;9;11;4;2;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;61;Parteistimmen;;818;524;5;69;170;115;65;48;11;24;8;3;1;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;62;Parteistimmen;;689;517;7;99;145;120;56;52;9;18;5;5;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;63;Parteistimmen;;956;616;1;83;200;151;72;54;11;29;10;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;64;Parteistimmen;;1002;697;7;160;204;94;99;83;11;16;11;6;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;65;Parteistimmen;;812;552;6;124;178;94;56;54;10;15;9;6;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;66;Parteistimmen;;821;596;5;77;186;92;102;69;10;45;4;1;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord-West;Ottakring;91601;67;Parteistimmen;;759;539;3;78;156;72;104;70;10;33;2;7;2;2;;
